4.5	0.500511019272972-0.00039363724306337234*I	0.5011514325176976-0.0007575141880162889*I	0.5019365467679172-0.0010560769629203292*I	0.5028734165862967-0.0012409567245362132*I	0.5039530949139771-0.0012511207319225771*I	0.5051405432629527-0.0010173461105174484*I
5.	0.5005306055172174-0.00028927145112521706*I	0.5011673118907459-0.0005295199453629214*I	0.5019147790686561-0.0006890153988763027*I	0.502768586462944-0.0007284409469158139*I	0.5037098466910722-0.000602917526567051*I	0.5046995261178501-0.0002673448529264087*I
5.5	0.5005269250992954-0.0001970088534154598*I	0.5011371977134343-0.00033464875469966387*I	0.5018285380865986-0.00038649374131759077*I	0.5025901828992778-0.00032234885110233333*I	0.5033996262560324-0.00011084195445102945*I	0.5042198196679031+0.00027574125829894476*I
6.	0.5005077929649262-0.00011913708844668008*I	0.5010786964551605-0.00017498673436010457*I	0.501706303341907-0.00014656539864984233*I	0.5023770242481226-0.000011643579838166966*I	0.5030682932674172+0.00025075788424424315*I	0.5037474961889101+0.0006564701027082843*I
6.5	0.5004793243482801-0.00005558479820656958*I	0.5010047496647839-0.000048236478147267674*I	0.5015677456872176+0.000038117046828434794*I	0.5021540624480287+0.00021926534078530973*I	0.5027428431968259+0.000508581214356514*I	0.5033065201499399+0.0009140635669740297*I
7.	0.5004459860904267-5.063529315546931*^-6*I	0.5009243000219304+0.00004983367319905605*I	0.5014256401550623+0.00017663715102199856*I	0.5019362969750601+0.00038617042239733317*I	0.5024378537934162+0.0006864235478326885*I	0.5029075311644657+0.0010803854317408845*I
7.5	0.5004108599386572+0.00003421413552793811*I	0.5008432097740005+0.00012397684493715408*I	0.5012877972927413+0.0002779180603146049*I	0.5017320640077632+0.0005031522149581376*I	0.5021601730124674+0.0008039560576896422*I	0.5025535476087531+0.0011802115826201548*I
8.	0.5003759621748434+0.00006412258090492444*I	0.500765074874354+0.00017873323645132592*I	0.5011585995392897+0.0003498782730846249*I	0.501545369594703+0.000581965575820286*I	0.5019119862794129+0.0008767671815140568*I	0.5022434035971878+0.001232313387803564*I
8.5	0.5003425335472697+0.00008641176408573214*I	0.5006919260670214+0.00021810765490688127*I	0.5010401831900555+0.00039916430077205237*I	0.5013775610677698+0.0006320519937389776*I	0.5016928330519587+0.0009168926057719092*I	0.5019738505423449+0.0012506791646872358*I
9.	0.500311281928305+0.00010261557157193864*I	0.5006247615381544+0.00024547114799669555*I	0.5009332818490358+0.00043116745700902154*I	0.5012284383382483+0.0006608114397732377*I	0.5015008764523212+0.0009334690202025056*I	0.5017407971661386+0.0012456159008771177*I
9.5	0.5002825377751992+0.000114028495992837*I	0.5005639014446049+0.0002635805925037521*I	0.5008377632791637+0.0004501672492805349*I	0.5010969317054769+0.0006739534954163697*I	0.5013336299958148+0.0009333571647725445*I	0.5015399366147562+0.0012246624665725894*I
10.	0.5002564148402321+0.00012171662190197254*I	0.5005092771578479+0.00027464864541100996*I	0.5007530516882173+0.0004595131982761164*I	0.5009815970404098+0.0006758385549606997*I	0.5011884573687381+0.0009216708068812935*I	0.5013672152416694+0.0011933016959303892*I
10.5	0.5002328732043225+0.00012654202617026804*I	0.5004605808335276+0.0002804268140525879*I	0.5006782982397909+0.00046180004030830265*I	0.5008808120091239+0.0006697715630986201*I	0.5010627466917659+0.0009022004140270207*I	0.5012188845314681+0.0011555026444468092*I
11.	0.5002117816046262+0.0001291996715668119*I	0.5004173716709556+0.0002822960883488613*I	0.5006125837847989+0.00045903155322656795*I	0.5007929847737045+0.0006582522856983589*I	0.5009540926098996+0.0008777514571163666*I	0.5010916433650026+0.0011141332901394426*I
11.5	0.5001929652133799+0.00013023959236441488*I	0.5003791609386579+0.00028133348761955746*I	0.5005549614660938+0.0004527438693210063*I	0.5007165943410088+0.0006431614855528576*I	0.5008603089515717+0.0008503910977990234*I	0.5009826003188097+0.0010712550571958706*I
12.	0.5001762172050962+0.00013009954337958235*I	0.5003454316621946+0.00027838141067074173*I	0.5005045065407356+0.0004441177099747584*I	0.5006502248042012+0.0006259182714023039*I	0.5007794336564209+0.0008216467869814684*I	0.5008892304465232+0.0010283523464201057*I
12.5	0.5001613278814776+0.00012912763358956695*I	0.5003156867989531+0.000274100030027401*I	0.5004603638872033+0.000434064458709165*I	0.5005926091779572+0.0006075998016801499*I	0.5007097583077528+0.000792655362846572*I	0.5008093874144148+0.0009865020726282671*I
13.	0.5001480817136972+0.00012760132993055426*I	0.500289438764316+0.0002690093048670515*I	0.5004217266970429+0.00042329265604772366*I	0.5005425894344551+0.0005890315984578255*I	0.5006497620966581+0.0007642732115649982*I	0.50074119967057+0.0009464971177532767*I
13.5	0.5001362647258456+0.00012574389610611162*I	0.5002662148207866+0.0002635237807539127*I	0.5003878335483797+0.00041236190438062744*I	0.5004990999996969+0.000570859077121723*I	0.5005980783185535+0.0007371625092654082*I	0.5006830232717443+0.0009089418400454428*I
14.	0.5001256400288898+0.00012373682649760443*I	0.5002455288246307+0.000257979102212976*I	0.5003579330128023+0.0004017239873741523*I	0.5004611224773542+0.0005536027336093179*I	0.5005534389050206+0.0007118577279495857*I	0.5006333708310893+0.0008743262378387239*I
14.5	0.5001159824319581+0.00012172997134731932*I	0.500226895538506+0.00025265341753897647*I	0.5003312737179225+0.00039175603769823553*I	0.500427647190408+0.0005377023383197134*I	0.5005145946850268+0.0006888194497218624*I	0.5005908012726832+0.0008430868268551959*I
15.	0.5001070316850488+0.00011984867198347812*I	0.5002097849574665+0.0002477829764357582*I	0.5003070547053553+0.00038278499139431625*I	0.5003976213590485+0.000523550792547309*I	0.5004802829334442+0.0006684777841819824*I	0.5005538957069727+0.0008156589462067064*I
15.5	0.5000984928162632+0.00011819738120136906*I	0.5001935888471039+0.00024356919263940832*I	0.5002843533649188+0.0003751011605077747*I	0.5003698277661791+0.0005115158507882028*I	0.5004490392073666+0.0006512634465940827*I	0.500521014285096+0.0007925185631613501*I
16.	0.5000900189297512+0.0001168593492927991*I	0.500177580575513+0.00024018180879514865*I	0.5002620515769031+0.0003689636864831049*I	0.5003427936189666+0.0005019508236230668*I	0.5004190677780521+0.0006376284348385957*I	0.5004901313267117+0.0007742177778128207*I
16.5	0.5000812085141645+0.00011588885395622477*I	0.5001608928658331+0.00023774098912389386*I	0.5002387719963343+0.0003645777835735653*I	0.50031456347947+0.0004951721402039697*I	0.5003879364204921+0.0006280318326868878*I	0.5004584450130237+0.0007613899929220084*I
17.	0.500071611877828+0.00011529636333341304*I	0.5001425076527661+0.00023628609658865352*I	0.5002128181914715+0.0003620455260423852*I	0.5002827412098162+0.00049139683550111*I	0.5003524759592332+0.0006228763751555512*I	0.5004221065866268+0.0007547066875176957*I
17.5	0.5000608145918218+0.00011502240256271967*I	0.5001213948645666+0.0002357142880220581*I	0.50018231703503+0.00036126189410065363*I	0.500244366751649+0.0004905953776606219*I	0.5003084891883969+0.0006223307334972764*I	0.5003756481674954+0.0007547030547459394*I
18.	0.5000486179791466+0.00011490283775362689*I	0.5000968791276478+0.0002356900821111001*I	0.5001457312272392+0.00036174488916748703*I	0.500196558611533+0.0004922189347932011*I	0.5002512193053383+0.000625946762080169*I	0.5003119963019279+0.0007613185371248014*I
18.5	0.500035430287545+0.0001146420763887862*I	0.5000695097369949+0.00023555940118874375*I	0.5001032804702269+0.0003624356939928492*I	0.500138435228859+0.0004948118361753723*I	0.5001775589398695+0.000632000376766256*I	0.5002243936340236+0.0007729192733353964*I
19.	0.5000228311490938+0.00011381774062644578*I	0.5000425171634031+0.0002343271733364233*I	0.5000596830479445+0.00036158198362625307*I	0.5000755886293864+0.0004956628459621338*I	0.5000925308482711+0.0006366691312480079*I	0.500114526431107+0.0007846502054182837*I
19.5	0.5000138970251836+0.00011196205500808984*I	0.5000229576202578+0.00023083012579195222*I	0.5000270454388324+0.00035698230626213175*I	0.5000262633815901+0.0004910164309525303*I	0.5000211618578407+0.0006338869462760486*I	0.5000131989315166+0.0007871197741845682*I
20.	0.500012132094118+0.00010871921985726416*I	0.5000195147478668+0.00022414112221615966*I	0.5000218433255748+0.0003467705765773521*I	0.5000188563872482+0.00047741791182062167*I	0.5000103459160536+0.000617411435470114*I	0.4999961681143912+0.0007689890288403594*I
