-20 -20 -7.79433e-07 2.90887e-06
-19.7333 -20 -7.76279e-07 5.09563e-06
-19.4667 -20 -7.37943e-07 6.42177e-06
-19.2 -20 -6.32309e-07 6.63511e-06
-18.9333 -20 -5.51759e-07 6.24553e-06
-18.6667 -20 -4.47076e-07 5.49274e-06
-18.4 -20 -3.86536e-07 4.96285e-06
-18.1333 -20 -3.14168e-07 4.30593e-06
-17.8667 -20 -2.74667e-07 3.90759e-06
-17.6 -20 -2.26312e-07 3.43221e-06
-17.3333 -20 -2.01035e-07 3.15501e-06
-17.0667 -20 -1.68412e-07 2.81834e-06
-16.8 -20 -1.5264e-07 2.62914e-06
-16.5333 -20 -1.30653e-07 2.39075e-06
-16.2667 -20 -1.21633e-07 2.26566e-06
-16 -20 -1.07297e-07 2.09904e-06
-15.7333 -20 -1.03414e-07 2.02244e-06
-15.4667 -20 -9.49658e-08 1.91034e-06
-15.2 -20 -9.53174e-08 1.87275e-06
-14.9333 -20 -9.1722e-08 1.80461e-06
-14.6667 -20 -9.58085e-08 1.79978e-06
-14.4 -20 -9.64951e-08 1.76856e-06
-14.1333 -20 -1.04132e-07 1.79314e-06
-13.8667 -20 -1.08828e-07 1.79491e-06
-13.6 -20 -1.19948e-07 1.84699e-06
-13.3333 -20 -1.28454e-07 1.87988e-06
-13.0667 -20 -1.43212e-07 1.95963e-06
-12.8 -20 -1.56177e-07 2.02368e-06
-12.5333 -20 -1.75499e-07 2.13229e-06
-12.2667 -20 -1.93312e-07 2.22755e-06
-12 -20 -2.17548e-07 2.36639e-06
-11.7333 -20 -2.40759e-07 2.49495e-06
-11.4667 -20 -2.70756e-07 2.66679e-06
-11.2 -20 -3.00337e-07 2.83159e-06
-10.9333 -20 -3.37322e-07 3.04102e-06
-10.6667 -20 -3.74592e-07 3.24692e-06
-10.4 -20 -4.20147e-07 3.49904e-06
-10.1333 -20 -4.66873e-07 3.75151e-06
-9.86667 -20 -5.23137e-07 4.05365e-06
-9.6 -20 -5.81662e-07 4.36054e-06
-9.33333 -20 -6.51417e-07 4.72063e-06
-9.06667 -20 -7.24862e-07 5.09049e-06
-8.8 -20 -8.11859e-07 5.51922e-06
-8.53333 -20 -9.04381e-07 5.96341e-06
-8.26667 -20 -1.01355e-06 6.47162e-06
-8 -20 -1.1307e-06 7.00161e-06
-7.73333 -20 -1.26872e-06 7.60283e-06
-7.46667 -20 -1.41792e-06 8.23238e-06
-7.2 -20 -1.59358e-06 8.93748e-06
-6.93333 -20 -1.78468e-06 9.67688e-06
-6.66667 -20 -2.00971e-06 1.04957e-05
-6.4 -20 -2.25564e-06 1.13521e-05
-6.13333 -20 -2.54498e-06 1.22799e-05
-5.86667 -20 -2.86201e-06 1.32417e-05
-5.6 -20 -3.23401e-06 1.42541e-05
-5.33333 -20 -3.64104e-06 1.52811e-05
-5.06667 -20 -4.11424e-06 1.62934e-05
-4.8 -20 -4.62778e-06 1.7269e-05
-4.53333 -20 -5.21198e-06 1.81043e-05
-4.26667 -20 -5.83099e-06 1.8788e-05
-4 -20 -6.49534e-06 1.90543e-05
-3.73333 -20 -7.15411e-06 1.89387e-05
-3.46667 -20 -7.74492e-06 1.793e-05
-3.2 -20 -8.19033e-06 1.61159e-05
-2.93333 -20 -8.19827e-06 1.25393e-05
-2.66667 -20 -7.66392e-06 7.47939e-06
-2.4 -20 -5.68025e-06 -4.65713e-07
-2.13333 -20 -2.17269e-06 -1.0698e-05
-1.86667 -20 5.25403e-06 -2.48185e-05
-1.6 -20 1.61319e-05 -4.12286e-05
-1.33333 -20 3.47776e-05 -5.89488e-05
-1.06667 -20 5.75345e-05 -7.40663e-05
-0.8 -20 7.93062e-05 -7.33653e-05
-0.533333 -20 8.07048e-05 -5.16817e-05
-0.266667 -20 -3.07742e-06 5.07326e-06
0 -20 -0.000102042 1.51127e-05
0.266667 -20 -0.000127326 -6.61801e-05
0.533333 -20 -9.89728e-05 -0.000147673
0.8 -20 -5.35227e-05 -0.000145826
1.06667 -20 -2.32203e-05 -0.000122742
1.33333 -20 -7.09866e-06 -9.3064e-05
1.6 -20 3.63775e-06 -6.45213e-05
1.86667 -20 8.59359e-06 -4.24766e-05
2.13333 -20 1.1559e-05 -2.4115e-05
2.4 -20 1.24019e-05 -1.14609e-05
2.66667 -20 1.2529e-05 -1.64096e-06
2.93333 -20 1.19877e-05 4.60928e-06
3.2 -20 1.12425e-05 9.14294e-06
3.46667 -20 1.03669e-05 1.17136e-05
3.73333 -20 9.47846e-06 1.33661e-05
4 -20 8.63552e-06 1.40298e-05
4.26667 -20 7.83947e-06 1.42462e-05
4.53333 -20 7.13128e-06 1.40075e-05
4.8 -20 6.4806e-06 1.35736e-05
5.06667 -20 5.9148e-06 1.29615e-05
5.33333 -20 5.40077e-06 1.22812e-05
5.6 -20 4.95665e-06 1.15577e-05
5.86667 -20 4.55495e-06 1.08259e-05
6.13333 -20 4.20729e-06 1.01135e-05
6.4 -20 3.89312e-06 9.41877e-06
6.66667 -20 3.61964e-06 8.76847e-06
6.93333 -20 3.37238e-06 8.14491e-06
7.2 -20 3.15536e-06 7.57325e-06
7.46667 -20 2.95893e-06 7.02967e-06
7.73333 -20 2.78488e-06 6.53677e-06
8 -20 2.62716e-06 6.06981e-06
8.26667 -20 2.48593e-06 5.64913e-06
8.53333 -20 2.35787e-06 5.25111e-06
8.8 -20 2.24192e-06 4.89355e-06
9.06667 -20 2.13676e-06 4.55509e-06
9.33333 -20 2.04041e-06 4.25156e-06
9.6 -20 1.9531e-06 3.96391e-06
9.86667 -20 1.87209e-06 3.70578e-06
10.1333 -20 1.79879e-06 3.46069e-06
10.4 -20 1.72986e-06 3.24059e-06
10.6667 -20 1.66768e-06 3.03121e-06
10.9333 -20 1.60833e-06 2.8426e-06
11.2 -20 1.555e-06 2.66275e-06
11.4667 -20 1.50327e-06 2.50031e-06
11.7333 -20 1.45705e-06 2.34509e-06
12 -20 1.4114e-06 2.20405e-06
12.2667 -20 1.37087e-06 2.06899e-06
12.5333 -20 1.33e-06 1.9455e-06
12.8 -20 1.29402e-06 1.82704e-06
13.0667 -20 1.25668e-06 1.7175e-06
13.3333 -20 1.2238e-06 1.61244e-06
13.6 -20 1.18932e-06 1.51436e-06
13.8667 -20 1.15954e-06 1.42066e-06
14.1333 -20 1.12673e-06 1.33152e-06
14.4 -20 1.09871e-06 1.24602e-06
14.6667 -20 1.06684e-06 1.16273e-06
14.9333 -20 1.03999e-06 1.08306e-06
15.2 -20 1.00815e-06 1.00304e-06
15.4667 -20 9.81562e-07 9.26769e-07
15.7333 -20 9.48539e-07 8.47494e-07
16 -20 9.21206e-07 7.72349e-07
16.2667 -20 8.85517e-07 6.9078e-07
16.5333 -20 8.56043e-07 6.1392e-07
16.8 -20 8.15473e-07 5.26912e-07
17.0667 -20 7.81871e-07 4.45634e-07
17.3333 -20 7.33018e-07 3.49984e-07
17.6 -20 6.92002e-07 2.61907e-07
17.8667 -20 6.28917e-07 1.57481e-07
18.1333 -20 5.74785e-07 6.52404e-08
18.4 -20 4.87083e-07 -3.30113e-08
18.6667 -20 4.10543e-07 -1.02728e-07
18.9333 -20 2.85317e-07 -1.03179e-07
19.2 -20 1.84251e-07 -3.99943e-09
19.4667 -20 5.30458e-08 5.09967e-07
19.7333 -20 -3.4812e-09 1.22914e-06
20 -20 -2.02801e-08 2.58545e-06
