-20 -0.0486431 -0.00235268
-19.8 -0.0491172 -0.00238954
-19.6 -0.0496008 -0.00243004
-19.4 -0.0500985 -0.0024749
-19.2 -0.0506092 -0.00252388
-19 -0.0511313 -0.0025763
-18.8 -0.0516643 -0.00263146
-18.6 -0.0522079 -0.0026889
-18.4 -0.052762 -0.00274834
-18.2 -0.0533271 -0.00280965
-18 -0.0539036 -0.00287279
-17.8 -0.054492 -0.0029378
-17.6 -0.0550927 -0.00300473
-17.4 -0.0557062 -0.00307368
-17.2 -0.0563332 -0.00314476
-17 -0.0569741 -0.00321806
-16.8 -0.0576294 -0.00329373
-16.6 -0.0582998 -0.00337189
-16.4 -0.0589857 -0.00345267
-16.2 -0.0596878 -0.00353622
-16 -0.0604067 -0.00362267
-15.8 -0.0611431 -0.00371225
-15.6 -0.0618975 -0.00380499
-15.4 -0.0626706 -0.00390112
-15.2 -0.0634633 -0.00400083
-15 -0.0642761 -0.0041043
-14.8 -0.06511 -0.00421175
-14.6 -0.0659657 -0.00432338
-14.4 -0.0668442 -0.00443943
-14.2 -0.0677463 -0.00456015
-14 -0.068673 -0.00468578
-13.8 -0.0696254 -0.00481662
-13.6 -0.0706045 -0.00495294
-13.4 -0.0716114 -0.00509509
-13.2 -0.0726475 -0.00524338
-13 -0.0737138 -0.00539819
-12.8 -0.0748119 -0.00555991
-12.6 -0.0759431 -0.00572896
-12.4 -0.0771089 -0.0059058
-12.2 -0.078311 -0.00609091
-12 -0.0795511 -0.00628482
-11.8 -0.0808311 -0.00648816
-11.6 -0.0821527 -0.00670144
-11.4 -0.0835182 -0.00692538
-11.2 -0.0849298 -0.00716072
-11 -0.0863898 -0.00740824
-10.8 -0.0879007 -0.0076688
-10.6 -0.0894653 -0.00794336
-10.4 -0.0910864 -0.00823294
-10.2 -0.0927673 -0.00853866
-10 -0.0945112 -0.00886176
-9.8 -0.0963218 -0.00920361
-9.6 -0.098203 -0.00956569
-9.4 -0.100159 -0.00994966
-9.2 -0.102194 -0.0103573
-9 -0.104314 -0.0107908
-8.8 -0.106523 -0.0112522
-8.6 -0.108828 -0.0117441
-8.4 -0.111234 -0.0122694
-8.2 -0.113749 -0.0128311
-8 -0.11638 -0.0134327
-7.8 -0.119136 -0.0140784
-7.6 -0.122025 -0.0147725
-7.4 -0.125057 -0.0155201
-7.2 -0.128243 -0.0163272
-7 -0.131596 -0.0172004
-6.8 -0.135127 -0.0181473
-6.6 -0.138853 -0.0191768
-6.4 -0.142789 -0.0202991
-6.2 -0.146954 -0.0215262
-6 -0.151366 -0.0228721
-5.8 -0.156049 -0.0243531
-5.6 -0.161027 -0.0259886
-5.4 -0.166327 -0.0278017
-5.2 -0.171981 -0.0298198
-5 -0.178021 -0.0320758
-4.8 -0.184485 -0.0346095
-4.6 -0.191414 -0.0374689
-4.4 -0.198853 -0.040712
-4.2 -0.206848 -0.04441
-4 -0.215451 -0.0486491
-3.8 -0.224711 -0.0535348
-3.6 -0.234679 -0.0591944
-3.4 -0.245398 -0.0657822
-3.2 -0.256901 -0.0734823
-3 -0.269201 -0.0825106
-2.8 -0.282285 -0.0931147
-2.6 -0.296102 -0.105568
