-20 -20 -2.58108e-08 5.38846e-07
-18 -20 1.78389e-08 1.15414e-06
-16 -20 7.10009e-09 1.16556e-06
-14 -20 -6.00109e-08 -9.52341e-07
-12 -20 -4.07997e-08 -6.44841e-07
-10 -20 5.15401e-08 1.35325e-06
-8 -20 -2.113e-07 9.56018e-07
-6 -20 -7.67553e-07 -8.85826e-07
-4 -20 -4.37852e-07 2.22559e-06
-2 -20 1.39801e-06 1.03346e-05
0 -20 -1.61411e-09 2.81753e-05
2 -20 -1.40064e-06 1.03032e-05
4 -20 4.37705e-07 2.21907e-06
6 -20 7.67287e-07 -8.54114e-07
8 -20 2.11303e-07 9.62791e-07
10 -20 -5.12339e-08 1.35297e-06
12 -20 4.09718e-08 -6.51865e-07
14 -20 6.05249e-08 -9.66004e-07
16 -20 -7.18846e-09 1.16304e-06
18 -20 -1.7977e-08 1.15442e-06
20 -20 2.58713e-08 5.36938e-07
