-20 -0.0487299 0.00178339
-19.6 -0.0496974 0.00185495
-19.2 -0.0507039 0.00193097
-18.8 -0.051752 0.00201177
-18.4 -0.0528443 0.00209775
-18 -0.0539835 0.00218933
-17.6 -0.0551729 0.00228705
-17.2 -0.0564157 0.00239144
-16.8 -0.0577157 0.00250313
-16.4 -0.0590769 0.00262284
-16 -0.0605038 0.00275134
-15.6 -0.0620011 0.00288949
-15.2 -0.0635743 0.00303833
-14.8 -0.0652291 0.00319895
-14.4 -0.0669722 0.00337264
-14 -0.0688108 0.00356086
-13.6 -0.0707528 0.00376528
-13.2 -0.0728073 0.00398778
-12.8 -0.0749843 0.0042306
-12.4 -0.0772951 0.00449626
-12 -0.0797522 0.0047877
-11.6 -0.0823701 0.00510841
-11.2 -0.085165 0.0054624
-10.8 -0.0881552 0.00585442
-10.4 -0.0913621 0.00629016
-10 -0.0948098 0.00677632
-9.6 -0.0985264 0.00732096
-9.2 -0.102544 0.00793387
-8.8 -0.106902 0.00862692
-8.4 -0.111643 0.00941461
-8 -0.116821 0.010315
-7.6 -0.122499 0.0113507
-7.2 -0.12875 0.0125499
-6.8 -0.135667 0.0139489
-6.4 -0.14336 0.0155945
-6 -0.151965 0.0175479
-5.6 -0.161652 0.0198907
-5.2 -0.172634 0.0227328
-4.8 -0.185185 0.0262259
-4.4 -0.199656 0.030584
-4 -0.21651 0.0361153
-3.6 -0.236363 0.0432769
-3.2 -0.260048 0.0527706
-2.8 -0.288707 0.0657125
-2.4 -0.323925 0.0839477
-2 -0.367868 0.110694
-1.6 -0.423394 0.151847
-1.2 -0.493564 0.218898
-0.8 -0.578178 0.335656
-0.4 -0.656004 0.551017
0 -0.611713 0.929964
0.4 -0.163636 1.31145
0.8 0.465143 1.14181
1.2 0.664437 0.707421
1.6 0.619222 0.420617
2 0.53223 0.265256
2.4 0.454493 0.178842
2.8 0.392279 0.12753
3.2 0.343245 0.0950726
3.6 0.304243 0.073415
4 0.272749 0.0583087
4.4 0.246908 0.0473826
4.8 0.225388 0.0392382
5.2 0.207221 0.0330121
5.6 0.191702 0.0281493
6 0.178302 0.0242812
6.4 0.166624 0.0211551
6.8 0.15636 0.0185935
7.2 0.147271 0.0164687
7.6 0.13917 0.0146872
8 0.131904 0.0131789
8.4 0.125353 0.0118909
8.8 0.119417 0.0107824
9.2 0.114013 0.00982167
9.6 0.109074 0.00898354
10 0.104543 0.00824808
10.4 0.100371 0.0075992
10.8 0.0965171 0.00702385
11.2 0.092947 0.00651136
11.6 0.0896305 0.00605289
12 0.0865415 0.00564113
12.4 0.0836574 0.00526995
12.8 0.0809587 0.00493418
13.2 0.0784281 0.00462948
13.6 0.0760504 0.00435212
14 0.0738122 0.00409894
14.4 0.0717015 0.0038672
14.8 0.0697079 0.00365456
15.2 0.0678219 0.00345897
15.6 0.066035 0.00327866
16 0.0643396 0.00311208
16.4 0.0627289 0.00295787
16.8 0.0611968 0.00281483
17.2 0.0597375 0.00268193
17.6 0.0583461 0.0025582
18 0.0570179 0.00244283
18.4 0.0557487 0.00233509
18.8 0.0545347 0.0022343
19.2 0.0533723 0.0021399
19.6 0.0522584 0.00205135
20 0.0511899 0.00196824
